semester,category,number,name,credit
1101,G,385010,語言學習與科技,3.00
1101,G,460035,文化與創意設計,3.00
1101,G,991040,戲劇與人生,2.00
1101,G,991120,英文小說入門,2.00
1101,G,991166,微電影剪輯與製作,3.00
1101,G,991168,浪漫愛：論述與影像,3.00
1101,G,991173,書法-隸書概論與習作,3.00
1101,G,991182,藝文展示與導覽設計,2.00
1101,G,991191,巷弄、文學與生活,3.00
1101,G,991204,社區聲造:音景採集與地方敘事,3.00
1101,G,Zd0002,華語文教學導論,2.00
1101,G,460024,設計基礎,3.00
1101,G,991032,戲劇欣賞,2.00
1101,G,991065,音樂與生活,2.00
1101,G,991156,數位攝影與商業修圖,3.00
1101,G,991167,從電影看世界,3.00
1101,G,991171,文人畫美學與習作-四君子,3.00
1101,G,991175,口語表達：方法與演練,2.00
1101,G,991186,圖文編輯與出版,3.00
1101,G,991202,錄音實務與音樂創作,3.00
1101,G,991207,茶生活藝術,2.00
1101,H,385008,中國文化國際詮釋,3.00
1101,H,991071,中國文化導論,3.00
1101,H,991084,西方電影與文學文化,2.00
1101,H,991101,佛教概說,2.00
1101,H,991140,西洋哲學史,3.00
1101,H,991154,地方達人-族群文化,1.00
1101,H,991176,日本文化與生活,2.00
1101,H,991196,葡萄酒賞析,3.00
1101,H,991198,用英文學人文-議題探討,2.00
1101,H,991206,客家歷史與文化,2.00
1101,H,992087,台灣歷史與文化,2.00
1101,H,991068,現代世界的興起,3.00
1101,H,991075,與哲學家對話,3.00
1101,H,991085,文化人類學,3.00
1101,H,991125,台灣慶典與地方文化,2.00
1101,H,991144,倫理學的理論與應用,2.00
1101,H,991163,世界城市和台灣地方,3.00
1101,H,991179,地方學：族群與信仰,3.00
1101,H,991197,正念認知療癒練習,2.00
1101,H,991199,文化資產再生與創意應用,3.00
1101,H,992073,哲學概論,2.00
1101,H,992171,正念減壓與生活藝術,2.00
1101,I,984003,全球議題與國際發展,2.00
1101,I,992078,教育時事漫談,2.00
1101,I,992102,國際文教概論-亞太篇,3.00
1101,I,992114,心理學與人生智慧,3.00
1101,I,992163,地方公共事務調查,3.00
1101,I,992179,大學生活與法律,2.00
1101,I,992185,地方達人-生態城鎮,1.00
1101,I,992188,樂在耆中：在地老化社區參與,3.00
1101,I,992231,公民教育與社會議題,2.00
1101,I,992061,性別、教育、人文與社會,2.00
1101,I,992100,人群關懷與社會服務,3.00
1101,I,992108,政治及財經新聞解讀,2.00
1101,I,992156,政治哲學概論,2.00
1101,I,992178,情緒覺察與能量平衡,2.00
1101,I,992180,大學生與台灣公民社會,2.00
1101,I,992186,衝突協調與人格心理發展,3.00
1101,I,992218,媒體識讀與資訊整合,3.00
1101,J,992129,非營利組織及社區參與,2.00
1101,J,992006,經濟學,2.00
1101,J,992035,全球化現象導論,2.00
1101,J,992122,國際企業管理,3.00
1101,J,992152,城市與影像,2.00
1101,J,992193,地方達人-咖啡產業與飲調,1.00
1101,J,992210,R立方創新實作：地方微型創業提案,3.00
1101,J,992217,地方學：經濟與產業,3.00
1101,J,992233,偏鄉醫療大數據厚植在地人文關懷,2.00
1101,J,991205,移民社會與民間信仰,3.00
1101,J,992033,台灣社會問題剖析,2.00
1101,J,992116,證券投資分析,3.00
1101,J,992123,企業財務報表的認識與運用,3.00
1101,J,992139,總體經濟焦點,2.00
1101,J,992191,當代城鄉與社會空間,3.00
1101,J,992207,休閒與食文化,3.00
1101,J,992212,體育活動方案設計評估與實作,2.00
1101,J,992232,探索觀光與餐旅,2.00
1101,J,993008,運動與壓力管理,2.00
1101,K,993023,安全與衛生概論,2.00
1101,K,993060,生活安全與防災概論,2.00
1101,K,993068,生物與電子訊息之認識,3.00
1101,K,993102,氣候變遷調適與社區防災,2.00
1101,K,993116,野趣創客,2.00
1101,K,993149,互動音樂程式設計與創作,1.00
1101,K,993155,地震與建築,2.00
1101,K,993055,工程倫理,2.00
1101,K,993064,數學遊戲,3.00
1101,K,993075,尖端科技通俗講座,3.00
1101,K,993111,零基礎程式設計入門,3.00
